Data Venda	Produto	Quantidade	Vlr Unitário
08/11/2016	Vergalhão	185	R$ 138,59
08/11/2016	Rejunte	55	R$ 95,48
07/11/2016	Piso	270	R$ 138,32
06/11/2016	Rejunte	75	R$ 95,48
05/11/2016	Tinta	127	R$ 228,42
05/11/2016	Cimento	279	R$ 273,37
05/11/2016	Vergalhão	213	R$ 138,59
04/11/2016	Rejunte	64	R$ 95,48
04/11/2016	Telha	215	R$ 48,81
04/11/2016	Janela	107	R$ 54,75
03/11/2016	Cimento	288	R$ 273,37
03/11/2016	Telha	194	R$ 48,81
03/11/2016	Tijolo	295	R$ 113,64
02/11/2016	Rejunte	287	R$ 95,48
01/11/2016	Cimento	60	R$ 273,37
01/11/2016	Tijolo	74	R$ 113,64
01/11/2016	Vergalhão	159	R$ 138,59
31/10/2016	Telha	234	R$ 48,81
31/10/2016	Cimento	92	R$ 273,37
31/10/2016	Piso	178	R$ 138,32
30/10/2016	Piso	132	R$ 138,32
30/10/2016	Fiação	61	R$ 120,95
29/10/2016	Piso	188	R$ 138,32
29/10/2016	Vergalhão	270	R$ 138,59
28/10/2016	Porta	118	R$ 122,29
28/10/2016	Rejunte	65	R$ 95,48
28/10/2016	Fiação	150	R$ 120,95
27/10/2016	Janela	249	R$ 54,75
27/10/2016	Fiação	162	R$ 120,95
26/10/2016	Tinta	248	R$ 228,42
26/10/2016	Tinta	192	R$ 228,42
26/10/2016	Cimento	197	R$ 273,37
26/10/2016	Tinta	53	R$ 228,42
25/10/2016	Piso	124	R$ 138,32
25/10/2016	Telha	106	R$ 48,81
25/10/2016	Fiação	133	R$ 120,95
24/10/2016	Fiação	133	R$ 120,95
23/10/2016	Janela	62	R$ 54,75
23/10/2016	Porta	178	R$ 122,29
23/10/2016	Rejunte	83	R$ 95,48
22/10/2016	Piso	72	R$ 138,32
22/10/2016	Porta	53	R$ 122,29
22/10/2016	Tijolo	224	R$ 113,64
22/10/2016	Rejunte	118	R$ 95,48
22/10/2016	Rejunte	215	R$ 95,48
22/10/2016	Piso	125	R$ 138,32
21/10/2016	Cimento	166	R$ 273,37
21/10/2016	Piso	174	R$ 138,32
19/10/2016	Vergalhão	210	R$ 138,59
19/10/2016	Telha	279	R$ 48,81
19/10/2016	Janela	210	R$ 54,75
18/10/2016	Fiação	65	R$ 120,95
18/10/2016	Janela	82	R$ 54,75
18/10/2016	Tinta	82	R$ 228,42
17/10/2016	Cimento	150	R$ 273,37
16/10/2016	Cimento	240	R$ 273,37
16/10/2016	Tijolo	77	R$ 113,64
16/10/2016	Piso	272	R$ 138,32
15/10/2016	Cimento	145	R$ 273,37
15/10/2016	Fiação	84	R$ 120,95
15/10/2016	Porta	231	R$ 122,29
14/10/2016	Janela	88	R$ 54,75
14/10/2016	Porta	259	R$ 122,29
14/10/2016	Tinta	66	R$ 228,42
14/10/2016	Vergalhão	179	R$ 138,59
13/10/2016	Telha	144	R$ 48,81
13/10/2016	Cimento	121	R$ 273,37
13/10/2016	Piso	145	R$ 138,32
13/10/2016	Tijolo	197	R$ 113,64
13/10/2016	Janela	253	R$ 54,75
13/10/2016	Tinta	238	R$ 228,42
12/10/2016	Janela	212	R$ 54,75
12/10/2016	Cimento	204	R$ 273,37
12/10/2016	Porta	234	R$ 122,29
12/10/2016	Rejunte	111	R$ 95,48
11/10/2016	Cimento	233	R$ 273,37
11/10/2016	Telha	148	R$ 48,81
11/10/2016	Cimento	254	R$ 273,37
11/10/2016	Telha	124	R$ 48,81
11/10/2016	Telha	256	R$ 48,81
10/10/2016	Telha	215	R$ 48,81
10/10/2016	Tinta	149	R$ 228,42
10/10/2016	Vergalhão	73	R$ 138,59
09/10/2016	Tijolo	237	R$ 113,64
09/10/2016	Cimento	130	R$ 273,37
09/10/2016	Fiação	287	R$ 120,95
08/10/2016	Telha	61	R$ 48,81
08/10/2016	Fiação	179	R$ 120,95
07/10/2016	Vergalhão	209	R$ 138,59
06/10/2016	Telha	54	R$ 48,81
05/10/2016	Rejunte	215	R$ 95,48
05/10/2016	Rejunte	229	R$ 95,48
05/10/2016	Tinta	165	R$ 228,42
05/10/2016	Janela	227	R$ 54,75
05/10/2016	Cimento	75	R$ 273,37
05/10/2016	Fiação	138	R$ 120,95
05/10/2016	Telha	287	R$ 48,81
04/10/2016	Porta	288	R$ 122,29
04/10/2016	Porta	230	R$ 122,29
04/10/2016	Cimento	170	R$ 273,37
04/10/2016	Rejunte	179	R$ 95,48
04/10/2016	Piso	215	R$ 138,32
04/10/2016	Telha	138	R$ 48,81
04/10/2016	Tijolo	207	R$ 113,64
04/10/2016	Janela	195	R$ 54,75
03/10/2016	Cimento	289	R$ 273,37
03/10/2016	Tinta	274	R$ 228,42
03/10/2016	Tinta	220	R$ 228,42
03/10/2016	Janela	268	R$ 54,75
03/10/2016	Tijolo	234	R$ 113,64
02/10/2016	Tijolo	133	R$ 113,64
02/10/2016	Tinta	201	R$ 228,42
02/10/2016	Fiação	162	R$ 120,95
02/10/2016	Janela	66	R$ 54,75
02/10/2016	Piso	123	R$ 138,32
02/10/2016	Cimento	62	R$ 273,37
01/10/2016	Cimento	262	R$ 273,37
01/10/2016	Piso	224	R$ 138,32
30/09/2016	Cimento	70	R$ 273,37
30/09/2016	Porta	58	R$ 122,29
30/09/2016	Porta	82	R$ 122,29
30/09/2016	Vergalhão	80	R$ 138,59
30/09/2016	Telha	67	R$ 48,81
29/09/2016	Piso	64	R$ 138,32
29/09/2016	Janela	266	R$ 54,75
29/09/2016	Rejunte	140	R$ 95,48
29/09/2016	Telha	59	R$ 48,81
28/09/2016	Vergalhão	63	R$ 138,59
28/09/2016	Tinta	245	R$ 228,42
28/09/2016	Porta	170	R$ 122,29
28/09/2016	Tinta	236	R$ 228,42
27/09/2016	Telha	255	R$ 48,81
27/09/2016	Piso	137	R$ 138,32
26/09/2016	Tinta	258	R$ 228,42
26/09/2016	Porta	265	R$ 122,29
25/09/2016	Tinta	62	R$ 228,42
25/09/2016	Porta	253	R$ 122,29
25/09/2016	Porta	91	R$ 122,29
24/09/2016	Piso	290	R$ 138,32
24/09/2016	Porta	73	R$ 122,29
24/09/2016	Tinta	172	R$ 228,42
23/09/2016	Tijolo	180	R$ 113,64
22/09/2016	Vergalhão	153	R$ 138,59
22/09/2016	Piso	251	R$ 138,32
22/09/2016	Porta	260	R$ 122,29
21/09/2016	Piso	203	R$ 138,32
21/09/2016	Cimento	111	R$ 273,37
21/09/2016	Telha	83	R$ 48,81
21/09/2016	Janela	275	R$ 54,75
21/09/2016	Tijolo	268	R$ 113,64
20/09/2016	Tijolo	81	R$ 113,64
20/09/2016	Tinta	241	R$ 228,42
19/09/2016	Piso	170	R$ 138,32
19/09/2016	Vergalhão	183	R$ 138,59
19/09/2016	Tijolo	178	R$ 113,64
19/09/2016	Cimento	232	R$ 273,37
19/09/2016	Tinta	288	R$ 228,42
19/09/2016	Janela	167	R$ 54,75
19/09/2016	Vergalhão	166	R$ 138,59
19/09/2016	Piso	245	R$ 138,32
19/09/2016	Telha	179	R$ 48,81
19/09/2016	Tijolo	256	R$ 113,64
18/09/2016	Fiação	226	R$ 120,95
18/09/2016	Tinta	254	R$ 228,42
18/09/2016	Tinta	159	R$ 228,42
17/09/2016	Porta	182	R$ 122,29
17/09/2016	Tinta	111	R$ 228,42
17/09/2016	Piso	290	R$ 138,32
16/09/2016	Fiação	273	R$ 120,95
16/09/2016	Janela	224	R$ 54,75
16/09/2016	Cimento	84	R$ 273,37
16/09/2016	Janela	171	R$ 54,75
16/09/2016	Telha	144	R$ 48,81
15/09/2016	Telha	109	R$ 48,81
15/09/2016	Rejunte	177	R$ 95,48
15/09/2016	Rejunte	189	R$ 95,48
15/09/2016	Janela	227	R$ 54,75
15/09/2016	Porta	195	R$ 122,29
14/09/2016	Porta	237	R$ 122,29
14/09/2016	Rejunte	263	R$ 95,48
13/09/2016	Vergalhão	226	R$ 138,59
13/09/2016	Piso	192	R$ 138,32
13/09/2016	Tijolo	297	R$ 113,64
13/09/2016	Vergalhão	248	R$ 138,59
13/09/2016	Cimento	255	R$ 273,37
12/09/2016	Telha	83	R$ 48,81
11/09/2016	Tijolo	230	R$ 113,64
11/09/2016	Tinta	141	R$ 228,42
11/09/2016	Piso	224	R$ 138,32
11/09/2016	Tinta	258	R$ 228,42
10/09/2016	Tinta	250	R$ 228,42
10/09/2016	Telha	287	R$ 48,81
10/09/2016	Telha	169	R$ 48,81
09/09/2016	Fiação	73	R$ 120,95
09/09/2016	Porta	192	R$ 122,29
08/09/2016	Tijolo	185	R$ 113,64
08/09/2016	Cimento	116	R$ 273,37
08/09/2016	Cimento	180	R$ 273,37
08/09/2016	Porta	67	R$ 122,29
08/09/2016	Vergalhão	156	R$ 138,59
07/09/2016	Tijolo	151	R$ 113,64
07/09/2016	Fiação	196	R$ 120,95
06/09/2016	Tinta	115	R$ 228,42
05/09/2016	Piso	196	R$ 138,32
05/09/2016	Tijolo	226	R$ 113,64
05/09/2016	Porta	108	R$ 122,29
04/09/2016	Cimento	183	R$ 273,37
04/09/2016	Tinta	197	R$ 228,42
04/09/2016	Janela	206	R$ 54,75
03/09/2016	Rejunte	205	R$ 95,48
02/09/2016	Piso	127	R$ 138,32
02/09/2016	Porta	161	R$ 122,29
02/09/2016	Cimento	252	R$ 273,37
01/09/2016	Fiação	280	R$ 120,95
01/09/2016	Vergalhão	148	R$ 138,59
01/09/2016	Rejunte	166	R$ 95,48
01/09/2016	Cimento	242	R$ 273,37
01/09/2016	Piso	237	R$ 138,32
31/08/2016	Telha	288	R$ 48,81
31/08/2016	Fiação	109	R$ 120,95
31/08/2016	Rejunte	241	R$ 95,48
31/08/2016	Porta	283	R$ 122,29
30/08/2016	Porta	248	R$ 122,29
30/08/2016	Fiação	188	R$ 120,95
30/08/2016	Rejunte	265	R$ 95,48
30/08/2016	Janela	123	R$ 54,75
29/08/2016	Telha	78	R$ 48,81
28/08/2016	Tijolo	248	R$ 113,64
28/08/2016	Rejunte	196	R$ 95,48
28/08/2016	Tinta	97	R$ 228,42
28/08/2016	Tijolo	215	R$ 113,64
28/08/2016	Cimento	263	R$ 273,37
27/08/2016	Fiação	176	R$ 120,95
27/08/2016	Piso	281	R$ 138,32
27/08/2016	Telha	178	R$ 48,81
27/08/2016	Rejunte	238	R$ 95,48
27/08/2016	Tijolo	113	R$ 113,64
27/08/2016	Rejunte	80	R$ 95,48
26/08/2016	Vergalhão	198	R$ 138,59
26/08/2016	Fiação	171	R$ 120,95
26/08/2016	Tinta	276	R$ 228,42
26/08/2016	Telha	79	R$ 48,81
25/08/2016	Porta	158	R$ 122,29
25/08/2016	Vergalhão	127	R$ 138,59
24/08/2016	Porta	168	R$ 122,29
24/08/2016	Piso	155	R$ 138,32
24/08/2016	Tinta	161	R$ 228,42
24/08/2016	Vergalhão	294	R$ 138,59
23/08/2016	Porta	193	R$ 122,29
23/08/2016	Janela	161	R$ 54,75
23/08/2016	Rejunte	208	R$ 95,48
23/08/2016	Rejunte	59	R$ 95,48
22/08/2016	Cimento	101	R$ 273,37
22/08/2016	Tinta	140	R$ 228,42
22/08/2016	Janela	233	R$ 54,75
22/08/2016	Rejunte	173	R$ 95,48
22/08/2016	Fiação	231	R$ 120,95
21/08/2016	Fiação	73	R$ 120,95
21/08/2016	Cimento	144	R$ 273,37
21/08/2016	Tijolo	211	R$ 113,64
21/08/2016	Fiação	258	R$ 120,95
21/08/2016	Telha	186	R$ 48,81
21/08/2016	Tinta	281	R$ 228,42
20/08/2016	Porta	270	R$ 122,29
20/08/2016	Tijolo	266	R$ 113,64
19/08/2016	Tijolo	66	R$ 113,64
19/08/2016	Tijolo	63	R$ 113,64
19/08/2016	Vergalhão	148	R$ 138,59
18/08/2016	Piso	235	R$ 138,32
18/08/2016	Cimento	213	R$ 273,37
18/08/2016	Rejunte	105	R$ 95,48
18/08/2016	Cimento	175	R$ 273,37
17/08/2016	Fiação	251	R$ 120,95
17/08/2016	Rejunte	223	R$ 95,48
16/08/2016	Fiação	223	R$ 120,95
16/08/2016	Piso	131	R$ 138,32
15/08/2016	Tijolo	57	R$ 113,64
15/08/2016	Fiação	119	R$ 120,95
14/08/2016	Piso	60	R$ 138,32
14/08/2016	Vergalhão	193	R$ 138,59
14/08/2016	Fiação	79	R$ 120,95
14/08/2016	Vergalhão	276	R$ 138,59
14/08/2016	Fiação	131	R$ 120,95
13/08/2016	Porta	134	R$ 122,29
13/08/2016	Fiação	185	R$ 120,95
12/08/2016	Vergalhão	175	R$ 138,59
12/08/2016	Telha	246	R$ 48,81
11/08/2016	Tinta	235	R$ 228,42
11/08/2016	Cimento	197	R$ 273,37
10/08/2016	Tinta	169	R$ 228,42
09/08/2016	Tinta	63	R$ 228,42
09/08/2016	Tijolo	223	R$ 113,64
09/08/2016	Porta	201	R$ 122,29
09/08/2016	Tijolo	256	R$ 113,64
09/08/2016	Rejunte	167	R$ 95,48
08/08/2016	Telha	214	R$ 48,81
08/08/2016	Tijolo	246	R$ 113,64
08/08/2016	Fiação	296	R$ 120,95
08/08/2016	Tijolo	166	R$ 113,64
07/08/2016	Rejunte	121	R$ 95,48
07/08/2016	Rejunte	268	R$ 95,48
06/08/2016	Telha	224	R$ 48,81
06/08/2016	Cimento	173	R$ 273,37
06/08/2016	Vergalhão	252	R$ 138,59
05/08/2016	Tinta	184	R$ 228,42
05/08/2016	Rejunte	85	R$ 95,48
05/08/2016	Telha	73	R$ 48,81
05/08/2016	Vergalhão	78	R$ 138,59
05/08/2016	Janela	94	R$ 54,75
04/08/2016	Tinta	78	R$ 228,42
04/08/2016	Telha	237	R$ 48,81
04/08/2016	Tijolo	90	R$ 113,64
03/08/2016	Cimento	273	R$ 273,37
03/08/2016	Porta	221	R$ 122,29
01/08/2016	Tijolo	198	R$ 113,64
01/08/2016	Telha	126	R$ 48,81
01/08/2016	Rejunte	76	R$ 95,48
31/07/2016	Cimento	213	R$ 273,37
31/07/2016	Vergalhão	66	R$ 138,59
31/07/2016	Tijolo	294	R$ 113,64
31/07/2016	Vergalhão	69	R$ 138,59
30/07/2016	Tijolo	70	R$ 113,64
30/07/2016	Fiação	282	R$ 120,95
30/07/2016	Rejunte	61	R$ 95,48
30/07/2016	Vergalhão	125	R$ 138,59
30/07/2016	Janela	286	R$ 54,75
29/07/2016	Vergalhão	145	R$ 138,59
29/07/2016	Fiação	84	R$ 120,95
29/07/2016	Vergalhão	250	R$ 138,59
28/07/2016	Tinta	183	R$ 228,42
27/07/2016	Porta	122	R$ 122,29
26/07/2016	Piso	266	R$ 138,32
26/07/2016	Telha	260	R$ 48,81
26/07/2016	Telha	197	R$ 48,81
26/07/2016	Cimento	281	R$ 273,37
26/07/2016	Tijolo	86	R$ 113,64
26/07/2016	Piso	131	R$ 138,32
25/07/2016	Piso	191	R$ 138,32
25/07/2016	Piso	258	R$ 138,32
24/07/2016	Cimento	237	R$ 273,37
24/07/2016	Vergalhão	163	R$ 138,59
24/07/2016	Telha	182	R$ 48,81
23/07/2016	Piso	160	R$ 138,32
22/07/2016	Tijolo	221	R$ 113,64
22/07/2016	Telha	180	R$ 48,81
22/07/2016	Fiação	244	R$ 120,95
22/07/2016	Tinta	171	R$ 228,42
22/07/2016	Porta	202	R$ 122,29
22/07/2016	Telha	72	R$ 48,81
22/07/2016	Tinta	185	R$ 228,42
22/07/2016	Cimento	56	R$ 273,37
22/07/2016	Porta	97	R$ 122,29
21/07/2016	Cimento	112	R$ 273,37
21/07/2016	Porta	255	R$ 122,29
20/07/2016	Fiação	171	R$ 120,95
20/07/2016	Telha	80	R$ 48,81
19/07/2016	Telha	54	R$ 48,81
19/07/2016	Cimento	121	R$ 273,37
19/07/2016	Janela	205	R$ 54,75
18/07/2016	Tijolo	200	R$ 113,64
18/07/2016	Tinta	162	R$ 228,42
18/07/2016	Piso	110	R$ 138,32
18/07/2016	Fiação	185	R$ 120,95
18/07/2016	Tinta	69	R$ 228,42
17/07/2016	Tijolo	286	R$ 113,64
17/07/2016	Rejunte	65	R$ 95,48
17/07/2016	Vergalhão	193	R$ 138,59
17/07/2016	Rejunte	219	R$ 95,48
17/07/2016	Tijolo	202	R$ 113,64
17/07/2016	Fiação	248	R$ 120,95
17/07/2016	Rejunte	232	R$ 95,48
17/07/2016	Tijolo	114	R$ 113,64
16/07/2016	Rejunte	205	R$ 95,48
16/07/2016	Tijolo	208	R$ 113,64
16/07/2016	Piso	126	R$ 138,32
16/07/2016	Piso	123	R$ 138,32
15/07/2016	Fiação	144	R$ 120,95
15/07/2016	Piso	200	R$ 138,32
15/07/2016	Tinta	196	R$ 228,42
14/07/2016	Piso	98	R$ 138,32
14/07/2016	Piso	160	R$ 138,32
14/07/2016	Fiação	107	R$ 120,95
14/07/2016	Fiação	252	R$ 120,95
14/07/2016	Piso	96	R$ 138,32
14/07/2016	Rejunte	149	R$ 95,48
13/07/2016	Piso	107	R$ 138,32
13/07/2016	Telha	263	R$ 48,81
13/07/2016	Piso	217	R$ 138,32
13/07/2016	Piso	92	R$ 138,32
13/07/2016	Rejunte	132	R$ 95,48
12/07/2016	Rejunte	123	R$ 95,48
12/07/2016	Piso	156	R$ 138,32
11/07/2016	Fiação	223	R$ 120,95
11/07/2016	Vergalhão	177	R$ 138,59
10/07/2016	Rejunte	277	R$ 95,48
09/07/2016	Piso	213	R$ 138,32
09/07/2016	Porta	258	R$ 122,29
08/07/2016	Janela	291	R$ 54,75
08/07/2016	Tinta	243	R$ 228,42
08/07/2016	Tinta	240	R$ 228,42
08/07/2016	Telha	158	R$ 48,81
07/07/2016	Cimento	225	R$ 273,37
07/07/2016	Tijolo	74	R$ 113,64
07/07/2016	Rejunte	105	R$ 95,48
07/07/2016	Fiação	103	R$ 120,95
07/07/2016	Telha	265	R$ 48,81
05/07/2016	Rejunte	115	R$ 95,48
05/07/2016	Rejunte	264	R$ 95,48
05/07/2016	Janela	58	R$ 54,75
05/07/2016	Janela	210	R$ 54,75
04/07/2016	Vergalhão	76	R$ 138,59
04/07/2016	Piso	284	R$ 138,32
04/07/2016	Porta	241	R$ 122,29
04/07/2016	Vergalhão	81	R$ 138,59
03/07/2016	Rejunte	99	R$ 95,48
03/07/2016	Porta	216	R$ 122,29
03/07/2016	Porta	106	R$ 122,29
02/07/2016	Tinta	141	R$ 228,42
02/07/2016	Janela	215	R$ 54,75
02/07/2016	Fiação	286	R$ 120,95
02/07/2016	Vergalhão	195	R$ 138,59
02/07/2016	Fiação	153	R$ 120,95
02/07/2016	Porta	139	R$ 122,29
01/07/2016	Janela	175	R$ 54,75
30/06/2016	Vergalhão	143	R$ 138,59
30/06/2016	Cimento	179	R$ 273,37
30/06/2016	Vergalhão	131	R$ 138,59
30/06/2016	Vergalhão	196	R$ 138,59
29/06/2016	Vergalhão	117	R$ 138,59
28/06/2016	Janela	73	R$ 54,75
28/06/2016	Rejunte	62	R$ 95,48
27/06/2016	Cimento	124	R$ 273,37
27/06/2016	Tinta	244	R$ 228,42
27/06/2016	Piso	163	R$ 138,32
26/06/2016	Cimento	291	R$ 273,37
26/06/2016	Tijolo	104	R$ 113,64
26/06/2016	Janela	246	R$ 54,75
26/06/2016	Rejunte	139	R$ 95,48
25/06/2016	Tinta	259	R$ 228,42
25/06/2016	Cimento	290	R$ 273,37
25/06/2016	Janela	225	R$ 54,75
24/06/2016	Vergalhão	263	R$ 138,59
24/06/2016	Tinta	154	R$ 228,42
24/06/2016	Janela	125	R$ 54,75
24/06/2016	Rejunte	192	R$ 95,48
24/06/2016	Porta	68	R$ 122,29
24/06/2016	Rejunte	154	R$ 95,48
24/06/2016	Tijolo	160	R$ 113,64
23/06/2016	Vergalhão	263	R$ 138,59
22/06/2016	Tinta	129	R$ 228,42
22/06/2016	Fiação	164	R$ 120,95
22/06/2016	Fiação	96	R$ 120,95
22/06/2016	Rejunte	237	R$ 95,48
22/06/2016	Tijolo	111	R$ 113,64
21/06/2016	Tinta	143	R$ 228,42
20/06/2016	Cimento	152	R$ 273,37
20/06/2016	Tinta	290	R$ 228,42
20/06/2016	Tijolo	142	R$ 113,64
19/06/2016	Fiação	76	R$ 120,95
18/06/2016	Janela	268	R$ 54,75
17/06/2016	Porta	157	R$ 122,29
17/06/2016	Rejunte	263	R$ 95,48
17/06/2016	Tinta	163	R$ 228,42
17/06/2016	Vergalhão	255	R$ 138,59
16/06/2016	Porta	250	R$ 122,29
16/06/2016	Rejunte	62	R$ 95,48
16/06/2016	Tinta	273	R$ 228,42
16/06/2016	Rejunte	248	R$ 95,48
16/06/2016	Vergalhão	92	R$ 138,59
16/06/2016	Rejunte	266	R$ 95,48
15/06/2016	Cimento	218	R$ 273,37
15/06/2016	Cimento	280	R$ 273,37
14/06/2016	Janela	190	R$ 54,75
13/06/2016	Cimento	136	R$ 273,37
12/06/2016	Porta	193	R$ 122,29
12/06/2016	Cimento	143	R$ 273,37
12/06/2016	Cimento	252	R$ 273,37
11/06/2016	Cimento	289	R$ 273,37
11/06/2016	Tinta	225	R$ 228,42
11/06/2016	Tijolo	89	R$ 113,64
11/06/2016	Rejunte	278	R$ 95,48
10/06/2016	Janela	253	R$ 54,75
10/06/2016	Rejunte	59	R$ 95,48
10/06/2016	Telha	124	R$ 48,81
10/06/2016	Tijolo	288	R$ 113,64
10/06/2016	Vergalhão	177	R$ 138,59
10/06/2016	Tinta	242	R$ 228,42
10/06/2016	Janela	266	R$ 54,75
09/06/2016	Rejunte	279	R$ 95,48
09/06/2016	Fiação	116	R$ 120,95
09/06/2016	Rejunte	273	R$ 95,48
08/06/2016	Fiação	275	R$ 120,95
08/06/2016	Fiação	127	R$ 120,95
08/06/2016	Cimento	181	R$ 273,37
08/06/2016	Telha	196	R$ 48,81
08/06/2016	Piso	155	R$ 138,32
07/06/2016	Porta	206	R$ 122,29
06/06/2016	Fiação	179	R$ 120,95
06/06/2016	Telha	59	R$ 48,81
05/06/2016	Fiação	62	R$ 120,95
04/06/2016	Janela	144	R$ 54,75
04/06/2016	Vergalhão	83	R$ 138,59
04/06/2016	Rejunte	110	R$ 95,48
03/06/2016	Piso	120	R$ 138,32
03/06/2016	Piso	254	R$ 138,32
02/06/2016	Vergalhão	279	R$ 138,59
02/06/2016	Rejunte	140	R$ 95,48
02/06/2016	Telha	55	R$ 48,81
01/06/2016	Janela	152	R$ 54,75
31/05/2016	Tijolo	102	R$ 113,64
30/05/2016	Piso	243	R$ 138,32
30/05/2016	Tijolo	224	R$ 113,64
30/05/2016	Tijolo	102	R$ 113,64
30/05/2016	Porta	146	R$ 122,29
30/05/2016	Piso	109	R$ 138,32
29/05/2016	Cimento	131	R$ 273,37
29/05/2016	Janela	156	R$ 54,75
29/05/2016	Porta	97	R$ 122,29
29/05/2016	Cimento	88	R$ 273,37
28/05/2016	Janela	115	R$ 54,75
28/05/2016	Telha	243	R$ 48,81
28/05/2016	Fiação	112	R$ 120,95
28/05/2016	Cimento	296	R$ 273,37
28/05/2016	Vergalhão	282	R$ 138,59
27/05/2016	Rejunte	172	R$ 95,48
27/05/2016	Fiação	218	R$ 120,95
27/05/2016	Fiação	254	R$ 120,95
27/05/2016	Telha	257	R$ 48,81
27/05/2016	Porta	297	R$ 122,29
26/05/2016	Porta	106	R$ 122,29
26/05/2016	Fiação	238	R$ 120,95
26/05/2016	Rejunte	284	R$ 95,48
25/05/2016	Vergalhão	260	R$ 138,59
25/05/2016	Tinta	88	R$ 228,42
25/05/2016	Tinta	253	R$ 228,42
25/05/2016	Cimento	117	R$ 273,37
24/05/2016	Cimento	221	R$ 273,37
24/05/2016	Vergalhão	89	R$ 138,59
24/05/2016	Vergalhão	57	R$ 138,59
24/05/2016	Tijolo	185	R$ 113,64
24/05/2016	Telha	293	R$ 48,81
23/05/2016	Telha	119	R$ 48,81
23/05/2016	Cimento	205	R$ 273,37
23/05/2016	Fiação	242	R$ 120,95
22/05/2016	Fiação	153	R$ 120,95
22/05/2016	Vergalhão	173	R$ 138,59
22/05/2016	Piso	116	R$ 138,32
22/05/2016	Tinta	257	R$ 228,42
21/05/2016	Tinta	97	R$ 228,42
21/05/2016	Telha	202	R$ 48,81
21/05/2016	Janela	61	R$ 54,75
21/05/2016	Vergalhão	78	R$ 138,59
21/05/2016	Cimento	76	R$ 273,37
21/05/2016	Rejunte	220	R$ 95,48
21/05/2016	Janela	239	R$ 54,75
19/05/2016	Tinta	254	R$ 228,42
19/05/2016	Fiação	79	R$ 120,95
19/05/2016	Fiação	68	R$ 120,95
19/05/2016	Janela	141	R$ 54,75
18/05/2016	Porta	286	R$ 122,29
18/05/2016	Vergalhão	209	R$ 138,59
18/05/2016	Vergalhão	282	R$ 138,59
18/05/2016	Tijolo	212	R$ 113,64
18/05/2016	Rejunte	257	R$ 95,48
18/05/2016	Janela	204	R$ 54,75
18/05/2016	Cimento	69	R$ 273,37
17/05/2016	Tijolo	125	R$ 113,64
17/05/2016	Vergalhão	270	R$ 138,59
17/05/2016	Vergalhão	100	R$ 138,59
16/05/2016	Tijolo	140	R$ 113,64
16/05/2016	Tijolo	218	R$ 113,64
16/05/2016	Rejunte	131	R$ 95,48
16/05/2016	Telha	159	R$ 48,81
15/05/2016	Vergalhão	230	R$ 138,59
15/05/2016	Janela	65	R$ 54,75
15/05/2016	Rejunte	63	R$ 95,48
14/05/2016	Porta	132	R$ 122,29
14/05/2016	Tijolo	124	R$ 113,64
14/05/2016	Telha	109	R$ 48,81
14/05/2016	Piso	251	R$ 138,32
13/05/2016	Porta	121	R$ 122,29
13/05/2016	Cimento	195	R$ 273,37
13/05/2016	Tijolo	172	R$ 113,64
12/05/2016	Piso	248	R$ 138,32
12/05/2016	Tinta	114	R$ 228,42
12/05/2016	Fiação	173	R$ 120,95
11/05/2016	Cimento	226	R$ 273,37
11/05/2016	Telha	115	R$ 48,81
11/05/2016	Tinta	53	R$ 228,42
10/05/2016	Porta	141	R$ 122,29
09/05/2016	Porta	235	R$ 122,29
09/05/2016	Janela	176	R$ 54,75
09/05/2016	Fiação	255	R$ 120,95
09/05/2016	Janela	132	R$ 54,75
09/05/2016	Rejunte	180	R$ 95,48
08/05/2016	Porta	229	R$ 122,29
08/05/2016	Telha	101	R$ 48,81
08/05/2016	Rejunte	114	R$ 95,48
08/05/2016	Tijolo	240	R$ 113,64
08/05/2016	Cimento	203	R$ 273,37
07/05/2016	Telha	128	R$ 48,81
07/05/2016	Janela	114	R$ 54,75
07/05/2016	Rejunte	227	R$ 95,48
06/05/2016	Porta	154	R$ 122,29
05/05/2016	Tinta	53	R$ 228,42
05/05/2016	Tinta	263	R$ 228,42
05/05/2016	Tinta	279	R$ 228,42
05/05/2016	Piso	121	R$ 138,32
03/05/2016	Tinta	258	R$ 228,42
03/05/2016	Rejunte	139	R$ 95,48
03/05/2016	Fiação	74	R$ 120,95
03/05/2016	Rejunte	140	R$ 95,48
03/05/2016	Fiação	135	R$ 120,95
03/05/2016	Janela	289	R$ 54,75
02/05/2016	Porta	259	R$ 122,29
02/05/2016	Rejunte	105	R$ 95,48
01/05/2016	Telha	81	R$ 48,81
01/05/2016	Janela	229	R$ 54,75
01/05/2016	Porta	151	R$ 122,29
29/04/2016	Cimento	223	R$ 273,37
28/04/2016	Janela	152	R$ 54,75
28/04/2016	Rejunte	259	R$ 95,48
27/04/2016	Piso	203	R$ 138,32
27/04/2016	Cimento	173	R$ 273,37
27/04/2016	Telha	210	R$ 48,81
26/04/2016	Porta	157	R$ 122,29
25/04/2016	Piso	239	R$ 138,32
25/04/2016	Porta	64	R$ 122,29
25/04/2016	Vergalhão	65	R$ 138,59
25/04/2016	Cimento	181	R$ 273,37
25/04/2016	Tijolo	115	R$ 113,64
24/04/2016	Tinta	268	R$ 228,42
24/04/2016	Tijolo	132	R$ 113,64
24/04/2016	Cimento	106	R$ 273,37
